Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
New York Knicks,Toronto Raptors,W,03/23/2013,240:00,41,79,0.519,7,19,0.368,21,23,0.913,11,33,44,20,14,3,11,20,110,26
Indiana Pacers,Chicago Bulls,L,03/23/2013,240:00,30,78,0.385,5,14,0.357,19,24,0.792,9,34,43,13,8,5,7,20,84,-3
Chicago Bulls,Indiana Pacers,W,03/23/2013,240:00,35,81,0.432,3,11,0.273,14,22,0.636,12,34,46,21,4,5,10,22,87,3
Memphis Grizzlies,Boston Celtics,W,03/23/2013,240:00,43,94,0.457,4,11,0.364,20,24,0.833,16,28,44,26,8,6,8,19,110,4
Boston Celtics,Memphis Grizzlies,L,03/23/2013,240:00,38,74,0.514,9,20,0.45,21,28,0.75,7,30,37,19,5,9,14,21,106,-4
Sacramento Kings,Denver Nuggets,L,03/23/2013,240:00,39,86,0.453,8,28,0.286,9,17,0.529,10,26,36,24,5,10,14,26,95,-6
Denver Nuggets,Sacramento Kings,W,03/23/2013,240:00,37,85,0.435,4,14,0.286,23,32,0.719,13,33,46,25,8,7,15,19,101,6
Los Angeles Clippers,Brooklyn Nets,W,03/23/2013,240:00,37,79,0.468,9,26,0.346,18,24,0.75,12,29,41,19,11,6,15,23,101,6
Brooklyn Nets,Los Angeles Clippers,L,03/23/2013,240:00,34,74,0.459,9,25,0.36,18,24,0.75,10,23,33,27,9,2,15,21,95,-6
Washington Wizards,Golden State Warriors,L,03/23/2013,240:00,36,88,0.409,7,17,0.412,13,16,0.813,12,26,38,20,10,1,12,22,92,-9
Golden State Warriors,Washington Wizards,W,03/23/2013,240:00,37,75,0.493,10,20,0.5,17,22,0.773,8,34,42,25,5,4,21,17,101,9
Milwaukee Bucks,Atlanta Hawks,L,03/24/2013,240:00,42,92,0.457,5,21,0.238,10,18,0.556,19,31,50,26,6,5,15,17,99,-5
Atlanta Hawks,Milwaukee Bucks,W,03/24/2013,240:00,39,78,0.5,10,26,0.385,16,21,0.762,7,30,37,28,9,4,13,12,104,5
Miami Heat,Charlotte Bobcats,W,03/24/2013,240:00,38,76,0.5,13,30,0.433,20,23,0.87,4,44,48,28,9,10,10,16,109,32
Charlotte Bobcats,Miami Heat,L,03/24/2013,240:00,30,89,0.337,5,25,0.2,12,18,0.667,14,31,45,9,8,2,13,20,77,-32
San Antonio Spurs,Houston Rockets,L,03/24/2013,240:00,33,78,0.423,10,22,0.455,19,21,0.905,7,31,38,19,9,9,16,17,95,-1
Houston Rockets,San Antonio Spurs,W,03/24/2013,240:00,32,80,0.4,9,26,0.346,23,27,0.852,12,32,44,19,7,7,13,22,96,1
Portland Trail Blazers,Oklahoma City Thunder,L,03/24/2013,240:00,32,79,0.405,10,26,0.385,9,13,0.692,7,27,34,22,7,5,17,16,83,-20
Oklahoma City Thunder,Portland Trail Blazers,W,03/24/2013,240:00,43,82,0.524,4,11,0.364,13,18,0.722,9,34,43,23,12,5,10,14,103,20
Minnesota Timberwolves,Chicago Bulls,L,03/24/2013,240:00,39,78,0.5,6,12,0.5,13,19,0.684,6,26,32,27,8,4,13,19,97,-7
Chicago Bulls,Minnesota Timberwolves,W,03/24/2013,240:00,41,89,0.461,10,26,0.385,12,17,0.706,20,32,52,25,7,3,14,16,104,7
Utah Jazz,Dallas Mavericks,L,03/24/2013,240:00,42,82,0.512,7,17,0.412,17,21,0.81,12,26,38,23,10,3,18,24,108,-5
Dallas Mavericks,Utah Jazz,W,03/24/2013,240:00,38,70,0.543,9,18,0.5,28,33,0.848,7,27,34,23,8,7,19,18,113,5
Phoenix Suns,Brooklyn Nets,L,03/24/2013,240:00,41,99,0.414,6,21,0.286,12,17,0.706,25,23,48,22,5,8,10,23,100,-2
Brooklyn Nets,Phoenix Suns,W,03/24/2013,240:00,35,76,0.461,4,14,0.286,28,31,0.903,15,29,44,19,7,7,16,18,102,2
Sacramento Kings,Philadelphia 76ers,L,03/24/2013,240:00,42,85,0.494,9,24,0.375,10,12,0.833,9,28,37,18,5,3,13,15,103,-14
Philadelphia 76ers,Sacramento Kings,W,03/24/2013,240:00,47,96,0.49,8,21,0.381,15,21,0.714,17,31,48,31,9,4,9,15,117,14
Washington Wizards,Memphis Grizzlies,W,03/25/2013,240:00,36,72,0.5,5,13,0.385,30,44,0.682,10,32,42,17,8,4,12,17,107,13
Memphis Grizzlies,Washington Wizards,L,03/25/2013,240:00,34,77,0.442,6,16,0.375,20,22,0.909,9,34,43,17,8,1,16,25,94,-13
Orlando Magic,Miami Heat,L,03/25/2013,240:00,37,86,0.43,9,24,0.375,11,18,0.611,10,33,43,25,9,6,12,18,94,-14
Miami Heat,Orlando Magic,W,03/25/2013,240:00,37,78,0.474,15,28,0.536,19,29,0.655,11,33,44,31,7,6,12,14,108,14
Indiana Pacers,Atlanta Hawks,W,03/25/2013,240:00,40,84,0.476,8,23,0.348,12,15,0.8,15,34,49,18,7,6,20,17,100,6
Atlanta Hawks,Indiana Pacers,L,03/25/2013,240:00,36,80,0.45,7,21,0.333,15,25,0.6,10,28,38,18,11,7,16,17,94,-6
New Orleans Hornets,Denver Nuggets,W,03/25/2013,240:00,41,85,0.482,14,25,0.56,14,15,0.933,17,28,45,30,8,10,12,24,110,24
Denver Nuggets,New Orleans Hornets,L,03/25/2013,240:00,25,66,0.379,5,16,0.313,31,39,0.795,11,21,32,14,8,5,13,15,86,-24
Utah Jazz,Philadelphia 76ers,W,03/25/2013,240:00,41,84,0.488,7,14,0.5,18,21,0.857,14,32,46,22,7,10,15,23,107,16
Philadelphia 76ers,Utah Jazz,L,03/25/2013,240:00,32,83,0.386,4,14,0.286,23,28,0.821,14,24,38,9,6,5,13,18,91,-16
Los Angeles Lakers,Golden State Warriors,L,03/25/2013,240:00,36,91,0.396,6,26,0.231,25,36,0.694,15,36,51,17,6,2,9,15,103,-6
Golden State Warriors,Los Angeles Lakers,W,03/25/2013,240:00,43,90,0.478,10,23,0.435,13,19,0.684,9,39,48,22,3,4,11,27,109,6
New York Knicks,Boston Celtics,W,03/26/2013,240:00,39,90,0.433,8,28,0.286,14,18,0.778,15,26,41,11,12,3,8,24,100,15
Boston Celtics,New York Knicks,L,03/26/2013,240:00,31,69,0.449,6,20,0.3,17,22,0.773,7,33,40,20,6,6,19,16,85,-15
Minnesota Timberwolves,Detroit Pistons,W,03/26/2013,240:00,42,79,0.532,14,26,0.538,7,8,0.875,8,33,41,26,10,3,13,14,105,23
Detroit Pistons,Minnesota Timberwolves,L,03/26/2013,240:00,32,79,0.405,7,20,0.35,11,13,0.846,11,26,37,18,8,4,15,12,82,-23
Los Angeles Clippers,Dallas Mavericks,L,03/26/2013,265:00,38,85,0.447,10,33,0.303,16,25,0.64,11,33,44,19,6,4,17,24,102,-7
Dallas Mavericks,Los Angeles Clippers,W,03/26/2013,265:00,40,82,0.488,6,23,0.261,23,27,0.852,8,34,42,23,12,7,15,21,109,7
Toronto Raptors,Atlanta Hawks,L,03/27/2013,240:00,35,78,0.449,4,17,0.235,14,20,0.7,10,32,42,20,8,1,19,18,88,-19
Atlanta Hawks,Toronto Raptors,W,03/27/2013,240:00,40,81,0.494,10,21,0.476,17,20,0.85,8,32,40,27,11,0,11,21,107,19
Philadelphia 76ers,Milwaukee Bucks,W,03/27/2013,240:00,42,89,0.472,8,16,0.5,8,9,0.889,14,34,48,28,5,3,15,14,100,8
Milwaukee Bucks,Philadelphia 76ers,L,03/27/2013,240:00,37,89,0.416,6,24,0.25,12,13,0.923,14,30,44,18,9,3,14,9,92,-8
Orlando Magic,Charlotte Bobcats,L,03/27/2013,240:00,44,84,0.524,7,19,0.368,13,18,0.722,7,27,34,33,6,6,10,21,108,-6
Charlotte Bobcats,Orlando Magic,W,03/27/2013,240:00,44,85,0.518,6,20,0.3,20,28,0.714,11,32,43,26,5,8,10,12,114,6
Cleveland Cavaliers,Boston Celtics,L,03/27/2013,240:00,38,86,0.442,7,17,0.412,9,14,0.643,9,37,46,26,10,6,18,22,92,-1
Boston Celtics,Cleveland Cavaliers,W,03/27/2013,240:00,34,76,0.447,5,14,0.357,20,28,0.714,2,35,37,27,10,4,15,15,93,1
New York Knicks,Memphis Grizzlies,W,03/27/2013,240:00,38,74,0.514,13,31,0.419,19,22,0.864,7,24,31,18,9,2,11,25,108,7
Memphis Grizzlies,New York Knicks,L,03/27/2013,240:00,33,70,0.471,6,21,0.286,29,35,0.829,10,24,34,14,6,2,16,24,101,-7
Miami Heat,Chicago Bulls,L,03/27/2013,240:00,37,77,0.481,7,20,0.35,16,23,0.696,6,25,31,15,11,12,13,17,97,-4
Chicago Bulls,Miami Heat,W,03/27/2013,240:00,40,85,0.471,8,22,0.364,13,18,0.722,12,31,43,27,9,3,18,18,101,4
New Orleans Hornets,Los Angeles Clippers,L,03/27/2013,240:00,35,71,0.493,4,14,0.286,17,24,0.708,10,25,35,19,6,2,11,25,91,-14
Los Angeles Clippers,New Orleans Hornets,W,03/27/2013,240:00,34,73,0.466,13,29,0.448,24,28,0.857,12,23,35,18,9,3,9,18,105,14
Indiana Pacers,Houston Rockets,W,03/27/2013,240:00,35,78,0.449,6,18,0.333,24,28,0.857,9,36,45,20,9,5,12,21,100,9
Houston Rockets,Indiana Pacers,L,03/27/2013,240:00,32,83,0.386,6,21,0.286,21,26,0.808,15,27,42,18,7,4,14,25,91,-9
Washington Wizards,Oklahoma City Thunder,L,03/27/2013,240:00,27,84,0.321,5,20,0.25,21,29,0.724,16,27,43,17,8,2,15,28,80,-23
Oklahoma City Thunder,Washington Wizards,W,03/27/2013,240:00,29,63,0.46,8,14,0.571,37,41,0.902,7,34,41,20,9,8,14,21,103,23
Minnesota Timberwolves,Los Angeles Lakers,L,03/27/2013,240:00,45,97,0.464,5,17,0.294,22,30,0.733,17,28,45,23,15,3,15,26,117,-3
Los Angeles Lakers,Minnesota Timberwolves,W,03/27/2013,240:00,44,82,0.537,10,22,0.455,22,38,0.579,12,32,44,27,10,9,21,25,120,3
San Antonio Spurs,Denver Nuggets,W,03/27/2013,240:00,35,76,0.461,10,15,0.667,20,27,0.741,11,27,38,20,7,8,18,17,100,1
Denver Nuggets,San Antonio Spurs,L,03/27/2013,240:00,42,88,0.477,0,10,0.0,15,17,0.882,14,27,41,26,8,3,15,24,99,-1
Utah Jazz,Phoenix Suns,W,03/27/2013,240:00,44,85,0.518,6,15,0.4,9,13,0.692,12,34,46,30,10,6,16,17,103,15
Phoenix Suns,Utah Jazz,L,03/27/2013,240:00,34,76,0.447,6,16,0.375,14,19,0.737,8,28,36,27,7,4,17,18,88,-15
Sacramento Kings,Golden State Warriors,W,03/27/2013,240:00,41,90,0.456,11,28,0.393,12,21,0.571,16,29,45,24,6,1,15,14,105,7
Golden State Warriors,Sacramento Kings,L,03/27/2013,240:00,41,90,0.456,5,24,0.208,11,13,0.846,13,28,41,30,9,4,14,19,98,-7
Portland Trail Blazers,Brooklyn Nets,L,03/27/2013,240:00,36,82,0.439,8,18,0.444,13,21,0.619,13,27,40,22,1,5,14,23,93,-18
Brooklyn Nets,Portland Trail Blazers,W,03/27/2013,240:00,46,95,0.484,5,20,0.25,14,25,0.56,19,35,54,24,8,1,9,20,111,18
Milwaukee Bucks,Los Angeles Lakers,W,03/28/2013,240:00,45,93,0.484,7,19,0.368,16,22,0.727,15,28,43,22,12,4,12,25,113,10
Los Angeles Lakers,Milwaukee Bucks,L,03/28/2013,240:00,34,77,0.442,5,20,0.25,30,39,0.769,11,29,40,19,7,6,18,20,103,-10
Indiana Pacers,Dallas Mavericks,W,03/28/2013,240:00,40,84,0.476,7,15,0.467,16,26,0.615,15,40,55,22,8,4,13,19,103,25
Dallas Mavericks,Indiana Pacers,L,03/28/2013,240:00,32,83,0.386,4,14,0.286,10,14,0.714,7,27,34,18,8,7,11,24,78,-25
Sacramento Kings,Phoenix Suns,W,03/28/2013,240:00,44,83,0.53,7,18,0.389,22,24,0.917,13,37,50,21,5,3,18,21,117,14
Phoenix Suns,Sacramento Kings,L,03/28/2013,240:00,42,94,0.447,7,20,0.35,12,23,0.522,14,23,37,29,11,6,9,18,103,-14
Washington Wizards,Orlando Magic,L,03/29/2013,240:00,30,81,0.37,4,20,0.2,28,32,0.875,18,37,55,15,4,2,13,18,92,-5
Orlando Magic,Washington Wizards,W,03/29/2013,240:00,37,86,0.43,5,15,0.333,18,22,0.818,13,28,41,23,7,7,9,21,97,5
Boston Celtics,Atlanta Hawks,W,03/29/2013,240:00,45,83,0.542,11,23,0.478,17,21,0.81,9,28,37,25,8,9,12,20,118,11
Atlanta Hawks,Boston Celtics,L,03/29/2013,240:00,40,88,0.455,8,20,0.4,19,24,0.792,10,30,40,28,6,2,13,15,107,-11
New York Knicks,Charlotte Bobcats,W,03/29/2013,240:00,38,77,0.494,9,19,0.474,26,30,0.867,12,25,37,14,8,4,13,27,111,9
Charlotte Bobcats,New York Knicks,L,03/29/2013,240:00,34,73,0.466,10,26,0.385,24,31,0.774,10,24,34,18,7,3,17,26,102,-9
Toronto Raptors,Detroit Pistons,W,03/29/2013,240:00,44,82,0.537,4,13,0.308,7,9,0.778,10,32,42,25,7,6,10,16,99,17
Detroit Pistons,Toronto Raptors,L,03/29/2013,240:00,31,76,0.408,5,18,0.278,15,23,0.652,11,23,34,25,4,4,13,13,82,-17
Philadelphia 76ers,Cleveland Cavaliers,W,03/29/2013,240:00,42,86,0.488,7,18,0.389,6,10,0.6,12,31,43,26,5,6,9,13,97,10
Cleveland Cavaliers,Philadelphia 76ers,L,03/29/2013,240:00,37,86,0.43,4,18,0.222,9,15,0.6,11,29,40,24,6,6,10,15,87,-10
Memphis Grizzlies,Houston Rockets,W,03/29/2013,240:00,40,79,0.506,4,11,0.364,19,21,0.905,13,29,42,24,8,4,14,19,103,9
Houston Rockets,Memphis Grizzlies,L,03/29/2013,240:00,34,81,0.42,9,27,0.333,17,21,0.81,15,20,35,19,10,5,14,26,94,-9
New Orleans Hornets,Miami Heat,L,03/29/2013,240:00,34,74,0.459,5,18,0.278,16,18,0.889,11,23,34,19,8,3,19,21,89,-19
Miami Heat,New Orleans Hornets,W,03/29/2013,240:00,42,69,0.609,14,27,0.519,10,16,0.625,3,24,27,30,11,3,13,19,108,19
Oklahoma City Thunder,Minnesota Timberwolves,L,03/29/2013,240:00,36,79,0.456,5,16,0.313,16,20,0.8,11,30,41,16,5,10,16,28,93,-8
Minnesota Timberwolves,Oklahoma City Thunder,W,03/29/2013,240:00,37,83,0.446,5,15,0.333,22,27,0.815,13,33,46,20,10,1,10,16,101,8
San Antonio Spurs,Los Angeles Clippers,W,03/29/2013,240:00,39,74,0.527,6,15,0.4,20,21,0.952,6,26,32,29,3,5,9,20,104,2
Los Angeles Clippers,San Antonio Spurs,L,03/29/2013,240:00,41,81,0.506,8,19,0.421,12,21,0.571,12,26,38,26,8,4,9,23,102,-2
Denver Nuggets,Brooklyn Nets,W,03/29/2013,240:00,42,74,0.568,4,14,0.286,21,31,0.677,8,25,33,23,12,5,12,28,109,22
Brooklyn Nets,Denver Nuggets,L,03/29/2013,240:00,32,79,0.405,5,20,0.25,18,36,0.5,24,25,49,18,7,6,19,22,87,-22
Utah Jazz,Portland Trail Blazers,W,03/29/2013,240:00,43,86,0.5,4,19,0.211,15,18,0.833,13,29,42,25,12,4,10,23,105,10
Portland Trail Blazers,Utah Jazz,L,03/29/2013,240:00,33,67,0.493,6,13,0.462,23,32,0.719,6,29,35,22,3,3,16,18,95,-10
Dallas Mavericks,Chicago Bulls,W,03/30/2013,240:00,40,79,0.506,6,18,0.333,14,18,0.778,9,30,39,24,3,9,11,17,100,2
Chicago Bulls,Dallas Mavericks,L,03/30/2013,240:00,38,80,0.475,12,21,0.571,10,18,0.556,11,28,39,24,6,4,12,14,98,-2
Orlando Magic,Atlanta Hawks,L,03/30/2013,240:00,34,87,0.391,4,13,0.308,16,27,0.593,17,36,53,12,10,4,17,25,88,-9
Atlanta Hawks,Orlando Magic,W,03/30/2013,240:00,34,78,0.436,6,21,0.286,23,31,0.742,9,35,44,18,9,6,16,24,97,9
Philadelphia 76ers,Charlotte Bobcats,W,03/30/2013,240:00,38,73,0.521,5,16,0.313,19,27,0.704,7,26,33,28,7,1,10,24,100,8
Charlotte Bobcats,Philadelphia 76ers,L,03/30/2013,240:00,38,76,0.5,2,8,0.25,14,23,0.609,8,27,35,22,5,3,12,22,92,-8
Los Angeles Clippers,Houston Rockets,L,03/30/2013,240:00,31,78,0.397,7,22,0.318,12,14,0.857,7,31,38,15,10,7,18,26,81,-17
Houston Rockets,Los Angeles Clippers,W,03/30/2013,240:00,35,80,0.438,9,24,0.375,19,27,0.704,12,36,48,17,7,5,20,18,98,17
Minnesota Timberwolves,Memphis Grizzlies,L,03/30/2013,240:00,29,67,0.433,5,16,0.313,23,34,0.676,8,27,35,19,3,2,16,22,86,-13
Memphis Grizzlies,Minnesota Timberwolves,W,03/30/2013,240:00,37,73,0.507,6,10,0.6,19,27,0.704,5,30,35,25,9,5,9,28,99,13
Oklahoma City Thunder,Milwaukee Bucks,W,03/30/2013,240:00,40,75,0.533,4,16,0.25,25,32,0.781,10,38,48,24,7,12,13,20,109,10
Milwaukee Bucks,Oklahoma City Thunder,L,03/30/2013,240:00,37,98,0.378,12,29,0.414,13,15,0.867,19,26,45,24,7,2,9,20,99,-10
Utah Jazz,Brooklyn Nets,W,03/30/2013,240:00,45,81,0.556,10,17,0.588,16,24,0.667,10,25,35,27,14,6,10,18,116,9
Brooklyn Nets,Utah Jazz,L,03/30/2013,240:00,42,81,0.519,8,23,0.348,15,19,0.789,15,28,43,25,5,11,17,19,107,-9
Phoenix Suns,Indiana Pacers,L,03/30/2013,240:00,40,82,0.488,6,12,0.5,18,19,0.947,9,26,35,30,8,3,16,30,104,-8
Indiana Pacers,Phoenix Suns,W,03/30/2013,240:00,37,80,0.463,4,15,0.267,34,46,0.739,19,26,45,18,12,5,14,20,112,8
Sacramento Kings,Los Angeles Lakers,L,03/30/2013,240:00,39,86,0.453,7,24,0.292,13,16,0.813,16,28,44,19,1,2,11,18,98,-5
Los Angeles Lakers,Sacramento Kings,W,03/30/2013,240:00,38,82,0.463,10,30,0.333,17,26,0.654,15,27,42,28,9,7,7,16,103,5
Portland Trail Blazers,Golden State Warriors,L,03/30/2013,240:00,33,86,0.384,8,23,0.348,24,29,0.828,11,27,38,23,6,1,10,18,98,-27
Golden State Warriors,Portland Trail Blazers,W,03/30/2013,240:00,47,87,0.54,9,20,0.45,22,27,0.815,11,41,52,22,6,8,10,24,125,27
Washington Wizards,Toronto Raptors,W,03/31/2013,240:00,41,85,0.482,9,17,0.529,18,28,0.643,14,34,48,24,4,5,9,26,109,17
Toronto Raptors,Washington Wizards,L,03/31/2013,240:00,32,81,0.395,7,19,0.368,21,26,0.808,13,32,45,21,2,6,13,26,92,-17
New Orleans Hornets,Cleveland Cavaliers,W,03/31/2013,240:00,40,74,0.541,12,21,0.571,20,29,0.69,9,36,45,23,7,5,14,19,112,20
Cleveland Cavaliers,New Orleans Hornets,L,03/31/2013,240:00,38,82,0.463,7,18,0.389,9,12,0.75,3,28,31,20,6,5,13,23,92,-20
Detroit Pistons,Chicago Bulls,L,03/31/2013,240:00,36,72,0.5,7,16,0.438,15,22,0.682,8,37,45,22,5,5,16,23,94,-1
Chicago Bulls,Detroit Pistons,W,03/31/2013,240:00,30,76,0.395,8,23,0.348,27,40,0.675,10,27,37,19,10,4,9,18,95,1
San Antonio Spurs,Miami Heat,L,03/31/2013,240:00,35,79,0.443,7,24,0.292,9,16,0.563,13,36,49,26,7,2,12,13,86,-2
Miami Heat,San Antonio Spurs,W,03/31/2013,240:00,33,71,0.465,12,28,0.429,10,15,0.667,3,30,33,23,7,8,10,15,88,2
New York Knicks,Boston Celtics,W,03/31/2013,240:00,35,72,0.486,14,27,0.519,24,31,0.774,10,31,41,23,7,1,11,22,108,19
Boston Celtics,New York Knicks,L,03/31/2013,240:00,32,74,0.432,7,25,0.28,18,23,0.783,9,28,37,12,3,3,10,22,89,-19
Toronto Raptors,Detroit Pistons,L,04/01/2013,240:00,41,81,0.506,8,21,0.381,8,10,0.8,6,23,29,24,6,8,10,17,98,-10
Detroit Pistons,Toronto Raptors,W,04/01/2013,240:00,43,77,0.558,7,15,0.467,15,21,0.714,7,22,29,24,4,1,8,17,108,10
Cleveland Cavaliers,Atlanta Hawks,L,04/01/2013,240:00,41,81,0.506,3,12,0.25,9,15,0.6,8,36,44,29,9,1,14,24,94,-8
Atlanta Hawks,Cleveland Cavaliers,W,04/01/2013,240:00,37,81,0.457,9,30,0.3,19,26,0.731,10,27,37,26,8,3,11,17,102,8
Milwaukee Bucks,Charlotte Bobcats,W,04/01/2013,240:00,51,100,0.51,14,27,0.519,15,17,0.882,14,31,45,32,7,2,10,21,131,29
Charlotte Bobcats,Milwaukee Bucks,L,04/01/2013,240:00,37,73,0.507,6,19,0.316,22,28,0.786,4,28,32,18,7,5,20,20,102,-29
San Antonio Spurs,Memphis Grizzlies,L,04/01/2013,240:00,36,75,0.48,8,23,0.348,10,11,0.909,7,33,40,21,8,8,16,23,90,-2
Memphis Grizzlies,San Antonio Spurs,W,04/01/2013,240:00,36,79,0.456,2,7,0.286,18,24,0.75,10,30,40,15,9,5,10,14,92,2
Orlando Magic,Houston Rockets,L,04/01/2013,240:00,39,93,0.419,6,15,0.4,19,21,0.905,14,34,48,22,6,9,9,22,103,-8
Houston Rockets,Orlando Magic,W,04/01/2013,240:00,44,98,0.449,9,29,0.31,14,22,0.636,20,34,54,27,4,6,9,19,111,8
Minnesota Timberwolves,Boston Celtics,W,04/01/2013,240:00,40,83,0.482,5,18,0.278,25,27,0.926,4,27,31,30,10,4,8,11,110,10
Boston Celtics,Minnesota Timberwolves,L,04/01/2013,240:00,42,81,0.519,7,16,0.438,9,14,0.643,7,30,37,25,4,3,17,21,100,-10
Utah Jazz,Portland Trail Blazers,W,04/01/2013,240:00,45,83,0.542,9,22,0.409,13,18,0.722,10,22,32,26,7,3,6,17,112,10
Portland Trail Blazers,Utah Jazz,L,04/01/2013,240:00,39,67,0.582,13,23,0.565,11,17,0.647,3,27,30,25,2,2,16,17,102,-10
Los Angeles Clippers,Indiana Pacers,L,04/01/2013,240:00,39,80,0.488,5,16,0.313,23,26,0.885,14,22,36,24,7,1,14,23,106,-3
Indiana Pacers,Los Angeles Clippers,W,04/01/2013,240:00,39,71,0.549,10,23,0.435,21,28,0.75,9,26,35,29,8,4,14,25,109,3
Washington Wizards,Chicago Bulls,W,04/02/2013,240:00,33,78,0.423,6,13,0.462,18,26,0.692,10,41,51,22,3,4,10,14,90,4
Chicago Bulls,Washington Wizards,L,04/02/2013,240:00,35,89,0.393,5,23,0.217,11,16,0.688,12,33,45,21,6,2,7,20,86,-4
New York Knicks,Miami Heat,W,04/02/2013,240:00,37,71,0.521,14,27,0.519,14,20,0.7,6,18,24,17,8,3,13,25,102,12
Miami Heat,New York Knicks,L,04/02/2013,240:00,30,60,0.5,8,20,0.4,22,27,0.815,7,25,32,18,7,3,19,19,90,-12
Los Angeles Lakers,Dallas Mavericks,W,04/02/2013,240:00,36,81,0.444,8,24,0.333,21,33,0.636,19,38,57,23,8,8,16,16,101,20
Dallas Mavericks,Los Angeles Lakers,L,04/02/2013,240:00,34,81,0.42,7,19,0.368,6,12,0.5,8,29,37,23,11,6,13,24,81,-20
Washington Wizards,Toronto Raptors,L,04/03/2013,240:00,26,80,0.325,5,19,0.263,21,29,0.724,10,31,41,14,7,2,14,27,78,-10
Toronto Raptors,Washington Wizards,W,04/03/2013,240:00,30,66,0.455,1,8,0.125,27,36,0.75,4,40,44,21,6,6,15,24,88,10
Philadelphia 76ers,Charlotte Bobcats,L,04/03/2013,240:00,33,94,0.351,4,16,0.25,13,16,0.813,19,28,47,16,12,1,15,16,83,-5
Charlotte Bobcats,Philadelphia 76ers,W,04/03/2013,240:00,35,81,0.432,4,14,0.286,14,16,0.875,13,37,50,22,11,5,17,13,88,5
New York Knicks,Atlanta Hawks,W,04/03/2013,240:00,40,77,0.519,7,22,0.318,8,12,0.667,8,30,38,16,7,0,11,20,95,13
Atlanta Hawks,New York Knicks,L,04/03/2013,240:00,32,66,0.485,9,26,0.346,9,19,0.474,7,28,35,22,7,2,15,10,82,-13
Cleveland Cavaliers,Brooklyn Nets,L,04/03/2013,240:00,34,89,0.382,4,14,0.286,23,26,0.885,13,23,36,18,8,4,11,17,95,-18
Brooklyn Nets,Cleveland Cavaliers,W,04/03/2013,240:00,43,76,0.566,10,21,0.476,17,22,0.773,8,36,44,31,6,4,18,20,113,18
Detroit Pistons,Boston Celtics,L,04/03/2013,240:00,34,93,0.366,4,24,0.167,21,30,0.7,25,27,52,20,10,1,15,20,93,-5
Boston Celtics,Detroit Pistons,W,04/03/2013,240:00,36,71,0.507,7,20,0.35,19,22,0.864,4,30,34,20,7,9,15,26,98,5
Minnesota Timberwolves,Milwaukee Bucks,W,04/03/2013,240:00,44,84,0.524,8,13,0.615,11,16,0.688,13,29,42,33,12,3,18,15,107,9
Milwaukee Bucks,Minnesota Timberwolves,L,04/03/2013,240:00,42,96,0.438,8,23,0.348,6,9,0.667,20,25,45,19,10,9,19,15,98,-9
San Antonio Spurs,Orlando Magic,W,04/03/2013,240:00,40,90,0.444,10,29,0.345,8,13,0.615,12,41,53,26,7,4,15,8,98,14
Orlando Magic,San Antonio Spurs,L,04/03/2013,240:00,35,90,0.389,6,17,0.353,8,9,0.889,9,38,47,24,12,7,13,16,84,-14
Utah Jazz,Denver Nuggets,L,04/03/2013,240:00,39,84,0.464,6,20,0.3,12,18,0.667,8,25,33,25,7,4,9,21,96,-17
Denver Nuggets,Utah Jazz,W,04/03/2013,240:00,41,73,0.562,7,18,0.389,24,32,0.75,8,34,42,22,7,8,14,19,113,17
Sacramento Kings,Houston Rockets,L,04/03/2013,240:00,34,87,0.391,6,21,0.286,28,34,0.824,13,27,40,19,12,4,12,20,102,-10
Houston Rockets,Sacramento Kings,W,04/03/2013,240:00,42,86,0.488,10,30,0.333,18,21,0.857,12,35,47,32,7,4,19,28,112,10
Portland Trail Blazers,Memphis Grizzlies,L,04/03/2013,240:00,33,80,0.413,4,29,0.138,6,10,0.6,8,22,30,21,5,2,16,22,76,-18
Memphis Grizzlies,Portland Trail Blazers,W,04/03/2013,240:00,34,67,0.507,4,12,0.333,22,28,0.786,7,30,37,27,10,4,12,18,94,18
Phoenix Suns,Los Angeles Clippers,L,04/03/2013,240:00,35,77,0.455,7,17,0.412,24,25,0.96,11,30,41,23,3,3,19,16,101,-25
Los Angeles Clippers,Phoenix Suns,W,04/03/2013,240:00,52,93,0.559,9,21,0.429,13,18,0.722,13,24,37,39,14,5,6,23,126,25
New Orleans Hornets,Golden State Warriors,L,04/03/2013,240:00,33,83,0.398,4,15,0.267,18,23,0.783,9,30,39,21,8,4,12,23,88,-10
Golden State Warriors,New Orleans Hornets,W,04/03/2013,240:00,36,78,0.462,7,19,0.368,19,22,0.864,11,36,47,25,5,8,13,21,98,10
Chicago Bulls,Brooklyn Nets,W,04/04/2013,240:00,38,82,0.463,4,11,0.364,12,19,0.632,13,33,46,21,5,4,13,28,92,2
Brooklyn Nets,Chicago Bulls,L,04/04/2013,240:00,31,70,0.443,5,13,0.385,23,30,0.767,7,23,30,17,8,3,16,19,90,-2
Denver Nuggets,Dallas Mavericks,W,04/04/2013,240:00,35,89,0.393,6,17,0.353,19,30,0.633,18,32,50,22,7,6,8,15,95,1
Dallas Mavericks,Denver Nuggets,L,04/04/2013,240:00,41,88,0.466,4,18,0.222,8,10,0.8,9,32,41,26,6,7,10,24,94,-1
